position,person,personID,start,end
President,Miguel Ángel Rodríguez Echeverría,Q562577,1998-05-08,2002-05-08
President,Abel Pacheco,Q217794,2002-05-08,2006-05-08
President,Óscar Arias Sánchez,Q49344,2006-05-08,2010-05-08
President,Laura Chinchilla,Q57321,2010-05-08,2014-05-08
President,Luis Guillermo Solís,Q5983599,2014-05-08,2018-05-08
President,Carlos Alvarado Quesada,Q26996246,2018-05-08,2022-05-08
President,Rodrigo Alberto de Jesús Chaves Robles,Q98017689,2022-05-08,
Vice President,Elizabeth Odio Benito,Q456141,1998,2002
Vice President,Astrid Fischel Volio,Q5709957,1998,2002
Vice President,Lineth Saborío Chaverri,Q5976724,2002,2006
Vice President,Luis Fishman Zonzinski,Q6700592,2002,2006
Vice President,Laura Chinchilla,Q57321,2006,2010
Vice President,Kevin Casas Zamora,Q6395995,2006,2010
Vice President,Luis Liberman,Q2072531,2010-05-08,2014-05-08
Vice President,Alfio Piva,Q4721942,2010-05-08,2014-05-08
Vice President,Helio Fallas,Q15980216,2014-05-08,2018-05-05
Vice President,Ana Helena Chacón,Q15980311,2014-05-08,2018-05-08
Vice President,Marvin Rodríguez Cordero,Q51540879,2018-05-08,2022-05-08
Vice President,Epsy Campbell Barr,Q5384033,2018-05-08,2022-05-08
Vice President,Mary Munive,Q111524163,2022-05-08,
Vice President,Stephan Brunner,Q111677386,2022-05-08,
Minister of Agriculture and Livestock,Laura Bonilla Coto,Q114705149,2022-05-08,
Minister of Childhood and Adolescence,Gloriana López Fuscaldo,Q114705144,2022-05-08,
Minister of Communication,Patricia Navarro Molina,Q114705156,2022-05-08,
"Minister of Culture, Youth and Sports",Nayuribe Guadamuz Rosales,Q114705154,2022-05-08,
"Minister of Economy, Industry and Commerce",Francisco Gamboa Soto,Q114705140,2022-05-08,
Minister of Education,Anna Katharina Müller Castro,Q114705136,2022-05-08,
Minister of Environment and Energy,Franz Tattenbach Capra,Q114705141,2022-05-08,
Minister of Finance,Nogui Acosta Jaén,Q114705155,2022-05-08,
Minister of Foreign Affairs,Roberto Rojas López,Q108344974,1998-05-08,2002-05-08
Minister of Foreign Affairs,Roberto Tovar Faja,Q7351928,2002-05-08,2006-05-08
Minister of Foreign Affairs,Bruno Stagno Ugarte,Q58158,2006-05-08,2010-05-08
Minister of Foreign Affairs,René Castro,Q7313683,2010-05-08,2011-07-28
Minister of Foreign Affairs,José Enrique Castillo Barrantes,Q113971588,2011-09-05,2014-05-08
Minister of Foreign Affairs,Manuel González Sanz,Q27916850,2014-05-08,2018-05-08
Minister of Foreign Affairs,Epsy Campbell Barr,Q5384033,2018-05-08,2018-12-11
Minister of Foreign Affairs,Manuel Ventura Robles,Q23682309,2019-01-08,2020-01-31
Minister of Foreign Affairs,Rodolfo Solano Quirós,Q102077694,2020-01-31,2022-05-08
Minister of Foreign Affairs,Arnoldo Andre Tinoco,Q114704690,2022-05-08,
Minister of Foreign Trade,Manuel Tovar Rivera,Q114705152,2022-05-08,
Minister of Health,Joselyn Chacón Madrigal,Q114705147,2022-05-08,
Minister of Housing and Human Settlement,Helio Fallas,Q15980216,2002,2006
Minister of Housing and Human Settlement,Jéssica Martínez Porras,Q114705148,2022-05-08,
Minister of Human Development and Social Inclusion,Yorleny León Marchena,Q114705158,2022-05-08,
Minister of Justice and Peace,Gerald Campos Valverde,Q114705143,2022-05-08,
Minister of Labour and Social Security,Marta Eugenia Esquivel Rodríguez,Q114705153,2022-05-08,
Minister of National Planning,Laura Fernández Delgado,Q114705150,2022-05-08,
Minister of the Presidency,Rodrigo Arias Sánchez,Q6110636,2006-03-08,2010-05-08
Minister of the Presidency,Carlos Ricardo Benavides Jiménez,Q54848004,2011-04-04,2014-05-08
Minister of the Presidency,Natalia Díaz Quintana,Q28501930,2022-05-08,
Minister of Public Security,Ana Helena Chacón,Q15980311,2002,2006
Minister of Public Security,Jorge Torres Castillo,Q114705145,2022-05-08,
Minister of Public Works and Transport,Luis Amador Jiménez,Q114705151,2022-05-08,
